bike_id,count,duration
21657,906,761022
21658,784,749203
21659,869,773563
21660,1217,1089921
21661,899,756510
21662,937,821664
21663,359,317168
21664,925,890328
21666,526,423174
21667,1066,864713
21668,660,577139
21671,1063,994573
21672,1204,1104423
21673,1066,894573
21674,909,928877
21675,644,532997
21676,894,813478
21677,946,879859
21678,606,533201
21679,917,1086717
21684,620,1586929
21688,1023,898869
21689,788,657718
21693,1070,1182535
21694,1061,1072980
21695,877,799160
21697,995,880391
21698,971,794754
21699,1068,937820
21703,1079,892392
21707,846,999392
21708,1195,1089016
21709,974,851638
21710,933,855234
21711,1043,898847
21713,907,815143
21714,908,2077241
21715,968,1057121
21757,849,686298
21760,453,385224
21769,1012,899652
21771,849,806210
21781,973,2044901
21809,866,734861
21873,1162,1035699
21876,991,1060334
21946,892,812118
21949,649,701003
21950,918,1117453
22090,2,2178
22467,3,790
22572,189,154280
22574,798,1448149
22575,1190,964972
22619,3,2040
24335,947,1902797
24336,1056,1423657
24356,1130,1320117
24357,845,1454818
24734,499,458366
24735,952,1292117
24737,899,877875
24747,731,786509
24753,879,1353522
24760,642,651672
24763,803,738196
24772,836,742308
24790,1261,1038839
24792,860,877260
24793,802,669458
24795,786,608175
24796,1661,1589856
24797,1085,1116903
24798,1271,1068878
24799,1187,1001353
24800,720,637124
24801,1311,1090613
24802,914,792972
24803,1000,906547
24805,984,879059
24806,1068,930758
24807,1239,1073723
24808,741,662667
24809,1130,988749
24810,785,1962875
24813,645,589236
24814,818,806558
24815,686,592196
24816,839,723222
24817,1115,1039159
24818,6,5900
24819,1179,1357577
24820,139,243907
24822,347,334714
24823,725,725721
24824,1273,958941
24825,1323,1095877
24826,617,472759
24828,800,857703
24829,1079,973439
24830,1108,976906
24831,1145,953730
24832,889,781522
24833,834,728528
24834,811,744373
24835,833,2429572
24836,82,55334
24837,1232,1020136
24838,220,164079
24839,886,759866
24840,1100,1120829
24841,997,874769
24843,185,134925
24844,1507,2428769
24845,870,702080
24846,1219,1024801
24847,977,798606
24849,1264,1176812
24850,1048,2256603
24852,1133,957147
24853,271,193444
24854,1156,2789581
24855,300,224895
24856,693,545313
24857,1042,849235
24858,1426,1344064
24859,1286,1111091
24860,571,450008
24861,1218,1049189
24864,1010,2208564
24865,1184,1052262
24866,1353,1113721
24867,1030,910710
24868,1115,1654122
24869,972,854575
24872,1130,968068
24873,858,759461
24874,1168,964018
24875,1164,1907990
24876,1178,959619
24877,958,814977
24878,1089,868406
24879,1189,1040647
24880,344,531534
24881,497,656455
24883,818,739347
24884,425,318433
24885,1087,1145895
24886,662,605509
24888,1068,920722
24889,272,1438408
24890,950,942011
24891,503,408023
24892,1109,1574397
24893,1437,1207063
24894,429,1596511
24895,1018,1190225
24896,1051,775034
24897,1107,1268880
24899,991,1104971
24901,554,401394
24902,695,617029
24903,920,1031544
24904,854,771734
24905,1679,1446223
24906,935,839394
24907,1119,2699991
24908,1035,1391994
24909,984,1037640
24910,1091,972213
24911,1058,917142
24912,1075,890289
24913,636,636551
24914,10,6972
24916,788,814594
24917,711,640082
24918,446,351395
24919,1329,1138484
24920,16,12891
24922,1043,938780
24923,963,772980
24924,724,600270
24925,880,799290
24927,152,118856
24929,929,814848
24930,869,735457
24931,899,2446492
24932,1295,1049060
24933,933,1015589
24934,1241,1045463
24935,1054,874039
24936,1609,1307371
24937,672,758239
24939,206,133599
24940,1187,2316470
24941,1486,1121683
24942,1766,1641256
24943,1101,928881
24944,989,788564
24945,999,946136
24948,1262,1369864
24950,1154,1022847
24951,1235,1068664
24953,918,777319
24956,1259,1011785
24957,362,270855
24958,1072,946904
24959,1078,1008280
24960,1635,2103717
24961,829,717999
24962,1061,871076
24963,951,1783622
24964,1007,838136
24965,893,785777
24966,1060,995351
24967,43,35854
24969,1322,1495906
24970,1056,927009
24971,489,361890
24973,1109,941217
24974,891,733824
24975,1309,1390498
24976,1212,1040969
24977,598,463951
24978,1204,1115203
24979,1004,839769
24980,1179,1003300
24982,714,658322
24983,1166,1817052
24984,1074,1220329
24985,1157,1307297
24986,1074,1245995
24987,772,629543
24988,804,729193
24989,989,972809
24990,251,166693
24991,42,24931
24992,994,922227
24993,1036,917703
24994,1223,1039901
24995,902,725525
24996,1229,1018949
24997,1130,1525099
24998,716,609388
24999,984,848158
25000,573,446484
25001,168,264527
25002,720,675869
25003,1055,2532032
25004,319,398985
25005,481,427860
25006,1106,927028
25008,855,672936
25010,1120,999846
25011,242,161261
25014,884,1300667
25015,811,659085
25017,595,480021
25018,395,313017
25019,302,238371
25020,301,305396
25021,1100,945640
25022,1293,1089074
25023,199,142504
25024,966,928723
25025,1328,1211103
25028,894,2311530
25029,912,781031
25030,805,738277
25031,1077,1475970
25032,256,193510
25033,614,494459
25034,963,813692
25035,1162,1079241
25036,1044,941732
25037,830,723898
25038,1032,859354
25039,1306,2268710
25040,1076,936664
25041,886,2244025
25042,1306,1205907
25043,1172,1018551
25044,1527,1284264
25045,912,710016
25046,1201,1330984
25047,1304,1076553
25049,1078,930787
25050,544,498053
25051,1254,1062543
25052,440,733366
25053,17,9148
25054,317,252010
25055,699,571817
25056,915,908140
25057,205,162081
25058,923,725374
25060,1283,1067786
25061,1181,1038481
25062,966,805796
25064,751,613153
25065,1006,1047559
25066,1346,1147766
25067,852,1786287
25070,1008,1074775
25072,741,692973
25073,939,3374201
25074,862,718576
25075,1010,884184
25076,1403,1316217
25077,809,809734
25078,1145,958050
25079,1069,4459772
25080,1136,1193791
25081,1283,1028349
25082,740,644962
25083,451,441834
25084,1152,1430691
25085,1187,1005554
25086,984,864554
25087,554,447856
25088,619,477588
25089,673,579027
25090,969,1637342
25091,77,45051
25092,1147,1064012
25093,457,393978
25094,190,140000
25096,1081,929343
25097,843,712007
25098,172,204635
25099,1894,1799315
25100,1187,993159
25101,1329,1088031
25102,1387,1146931
25103,1074,1113702
25104,1008,1672024
25105,1046,920737
25108,790,1144275
25109,2040,2041461
25110,1062,911102
25111,1088,919032
25112,1182,971768
25113,389,290711
25114,1285,1756734
25115,999,870795
25117,1312,1083188
25119,1028,798549
25121,1193,1059229
25122,998,868577
25123,992,1516392
25124,822,1731980
25127,667,573435
25128,1215,1127885
25129,389,314360
25130,1129,941578
25131,1305,1115183
25132,1178,1271507
25134,305,256328
25135,801,976096
25136,1518,1935235
25137,899,1034418
25138,1189,1022318
25139,815,666320
25140,1251,1716907
25143,827,719982
25144,1189,1054189
25145,1035,957034
25147,1153,971104
25148,695,610773
25149,1097,1155919
25150,1146,916164
25151,1056,939417
25152,1073,1020863
25153,373,269711
25155,205,164849
25156,1224,1244379
25157,572,544058
25158,1000,801309
25159,1012,829112
25161,412,352708
25162,1242,1068094
25163,1072,1026456
25164,1181,1076047
25165,387,292194
25166,782,689762
25167,714,577343
25169,23,16252
25170,1148,980352
25171,1067,964596
25172,941,914493
25173,1109,2538879
25174,1145,1034782
25175,874,783381
25176,1253,1070685
25177,1297,1162449
25179,1222,1026490
25180,933,708013
25181,1274,1223589
25184,26,16157
25186,1006,1526839
25187,891,832450
25188,307,245781
25189,971,1983887
25190,957,2289384
25191,233,167342
25193,1488,1242555
25194,1093,1021932
25195,967,923748
25196,1034,855125
25198,891,776095
25199,1108,1178978
25200,1168,918591
25201,278,216350
25202,1069,1249043
25203,1728,1736772
25204,971,766555
25205,1220,3553210
25206,834,680147
25207,444,381666
25208,194,159937
25209,232,185919
25210,681,554949
25211,77,44354
25212,1253,2183037
25215,671,590359
25217,1158,1481947
25218,1105,900325
25219,1185,993125
25220,995,1643756
25221,994,826896
25223,1089,861931
25224,1443,1229708
25225,571,915668
25226,921,810338
25227,1082,1055265
25228,846,1345965
25229,1271,1728804
25230,1350,1169900
25232,1083,1181424
25233,756,598722
25234,1005,853513
25235,107,95651
25237,1120,1111077
25238,1011,857480
25239,946,904410
25240,1147,967129
25241,1186,1022603
25242,1060,975029
25243,1247,1069470
25244,3,822
25245,1160,1311967
25246,1134,942222
25247,1023,830467
25248,1062,1090520
25249,928,790897
25250,940,1231481
25251,725,1778202
25252,605,583341
25253,1104,998384
25255,1030,975379
25257,950,949999
25258,1026,1090092
25259,1086,1051485
25260,748,688665
25261,992,861574
25262,987,828408
25263,738,680441
25264,1096,948703
25265,1256,1899390
25266,942,767459
25267,1166,960202
25268,1002,880236
25269,572,466180
25271,592,500917
25272,852,713379
25273,1106,880907
25274,1289,1505749
25275,1240,1320904
25277,498,421755
25279,1168,955858
25280,569,458805
25281,1338,1203806
25282,1220,992566
25283,1296,1500065
25284,1005,914266
25285,1226,1060588
25286,1235,1050560
25287,1505,1325775
25288,1081,885149
25289,1270,1238176
25290,1049,1740610
25291,855,678218
25292,885,771791
25293,1007,1081516
25294,995,831464
25295,1191,980925
25296,1483,1357725
25297,1236,1291712
25298,1525,1734283
25299,1068,1193321
25300,1081,937395
25301,1025,905736
25302,960,821476
25303,1282,979368
25304,1186,1077699
25305,1172,1010602
25306,588,452843
25307,934,820120
25308,1058,1547006
25309,233,345461
25310,1184,1525910
25311,852,747321
25312,1044,895287
25313,46,92007
25314,541,442739
25315,761,1351845
25316,960,800079
25317,1006,917634
25318,875,755698
25319,1373,1219235
25320,912,728461
25321,147,92833
25323,1561,1746098
25324,1177,1030877
25325,1092,904672
25326,1034,929979
25327,961,883514
25328,1090,928003
25329,998,837318
25330,999,1060095
25333,900,851176
25334,1077,979519
25335,1114,1052540
25336,1228,1115834
25337,1026,847167
25338,1292,1132300
25339,1112,911187
25341,1233,1121969
25342,980,786263
25343,1080,924421
25344,1065,938581
25345,744,633191
25346,993,2454355
25348,1145,990259
25349,994,2985018
25350,920,1248582
25351,459,324680
25352,1225,1069506
25353,807,730869
25354,220,154686
25355,689,597456
25356,1246,1011274
25357,1215,1027639
25358,1316,1115516
25359,1229,1051181
25360,1024,854991
25361,875,742535
25362,994,882447
25363,937,819108
25364,899,2593614
25365,856,961236
25366,819,1885885
25367,1226,1072894
25370,972,1456382
25371,1267,1169839
25373,1393,1186435
25374,1002,906619
25377,663,521919
25378,702,702541
25379,1069,842068
25381,145,123446
25382,1184,1077916
25384,689,916429
25385,548,438729
25386,1202,1016038
25388,1771,1668380
25391,1097,958806
25392,1363,1168783
25393,945,1149507
25395,1068,1140196
25396,1070,1036123
25397,1203,1316304
25398,1257,1130879
25400,924,722738
25401,1105,1009350
25402,832,684399
25403,1021,966470
25404,1270,1049713
25405,966,840882
25406,1262,1046541
25407,805,743868
25408,1028,921237
25409,300,216546
25410,1254,1022950
25411,1006,913792
25413,1079,1254954
25414,1279,1154716
25415,1032,922472
25416,699,928088
25417,1247,1133382
25418,881,824912
25419,4,2427
25420,293,253470
25421,991,2235442
25423,737,809577
25424,965,842242
25425,763,1113753
25427,1502,1158022
25428,1082,1099319
25429,13,8202
25430,325,255230
25431,1021,831041
25432,1170,1036929
25433,1064,929153
25434,909,1431115
25435,1069,831851
25436,1106,949419
25437,1199,1068665
25438,282,178052
25439,817,752183
25440,890,705924
25441,330,3894833
25442,912,814229
25444,254,183716
25445,831,1016839
25446,615,486148
25447,691,506458
25448,11,6462
25449,1159,938342
25450,1320,1223346
25451,545,457990
25452,926,948132
25453,1065,990086
25454,1155,955206
25455,1367,1613030
25456,245,196512
25457,961,819527
25458,850,833036
25459,180,142533
25460,1196,1230786
25461,1226,1243301
25462,1120,1377017
25463,1399,1201101
25464,1065,996289
25465,1086,1686290
25466,1117,848897
25467,209,175423
25468,1059,1042234
25469,1104,907309
25470,1257,1014915
25471,1035,1402470
25472,530,413296
25474,976,1055806
25475,1467,1231873
25476,1050,2294560
25477,176,122143
25478,1056,909893
25480,1007,831699
25481,1216,973463
25482,326,329456
25483,1112,1178778
25484,1044,898815
25485,1223,1101455
25486,1252,1824896
25487,850,683823
25488,65,55613
25489,1121,924561
25490,959,868891
25491,592,518343
25492,1135,1225525
25493,1049,1203515
25494,1323,1104158
25495,1078,937171
25496,923,767376
25497,263,312257
25498,968,838397
25499,1172,972974
25502,910,1020525
25503,1145,1104046
25504,871,783495
25505,262,204493
25506,1005,978738
25507,43,26879
25508,1104,959333
25509,983,845751
25510,878,2048211
25511,1295,1276181
25512,1138,996110
25513,1114,947551
25514,1379,1414445
25515,976,787172
25516,1037,1334300
25517,210,148410
25520,1050,937999
25521,1101,973554
25522,1117,1320523
25523,725,707683
25524,922,2461736
25525,1196,1045677
25526,1329,1205508
25527,1116,1073351
25528,1227,1051171
25530,946,929457
25531,1051,1045730
25532,1098,922990
25533,1093,1009455
25534,1288,1094996
25535,474,387107
25536,79,53141
25538,1305,1047995
25539,875,891773
25540,1248,1082194
25541,1122,923012
25542,1279,1136654
25543,939,747495
25546,1205,1155311
25547,941,804961
25548,1246,1045024
25549,798,767889
25551,1070,1472346
25552,1815,2020056
25553,1140,983129
25554,1066,902250
25555,983,960082
25556,190,148907
25557,287,227999
25558,801,748854
25559,1099,1257629
25560,459,385250
25561,984,835994
25562,1231,1045438
25563,169,122663
25564,386,427533
25565,844,879338
25566,1100,916832
25567,495,428733
25568,970,863314
25569,1098,933371
25570,656,598877
25571,1235,1119524
25572,1267,1520595
25573,538,460087
25575,1141,885351
25576,995,841842
25577,1370,1091625
25578,1314,1126377
25579,1124,861994
25580,911,787161
25581,1143,1015576
25582,1004,2072895
25583,915,911374
25584,563,505818
25585,902,734639
25586,1076,881615
25588,954,804304
25589,1189,1044224
25590,1068,827972
25591,201,339809
25592,1037,2885348
25593,1300,1129144
25594,655,546233
25595,1184,942991
25596,1063,890219
25597,958,863033
25598,785,659486
25599,1267,2080666
25600,1316,1147441
25602,1052,984181
25603,949,1070937
25604,1323,1307648
25605,1332,1340668
25606,1287,1391504
25607,529,379469
25608,1040,860507
25609,649,572738
25610,1277,1126635
25611,253,261984
25613,1013,903276
25615,933,1366501
25617,1110,974367
25618,1107,935079
25619,1317,1161557
25620,1174,1067554
25621,939,2107780
25622,485,389934
25623,1370,1263871
25624,1161,1001069
25625,1292,1267430
25626,123,74622
25627,693,590938
25628,1165,1089208
25629,1097,1026003
25630,222,180278
25631,472,374271
25632,1154,1255740
25633,1032,2103942
25634,1179,963359
25635,1287,1060306
25636,926,768183
25637,1296,1098895
25638,980,869737
25639,1106,911999
25640,1165,997337
25641,101,73052
25642,930,843020
25643,1107,1224851
25644,932,815918
25646,551,445042
25647,1191,1643846
25648,862,1713325
25649,1029,1261993
25650,1068,1001210
25651,667,1406655
25652,1237,1199493
25653,1258,1081393
25654,279,212556
25655,744,646005
25656,913,839806
25658,886,987598
25659,318,722432
25660,1115,938239
25661,1008,880121
25662,1093,1464707
25663,1147,1522913
25664,1019,813508
25665,1261,1195503
25666,890,776683
25667,987,818756
25668,567,491362
25669,867,1009410
25670,984,2757574
25673,703,584912
25674,905,758469
25676,1898,1887420
25677,1005,845864
25678,1218,1125101
25680,614,479999
25681,1035,939842
25682,1104,936272
25683,1301,1097040
25684,1242,1188586
25685,1234,1167827
25687,1107,1185497
25689,1116,971784
25691,1183,1004003
25693,1063,853269
25694,1312,1032218
25695,1014,982774
25696,1064,1113838
25697,1150,1030348
25698,825,807190
25699,1228,995896
25700,1229,1296830
25701,1192,1495087
25702,979,803005
25703,719,652366
25704,1198,1609097
25705,1306,1194043
25706,1583,1281234
25707,335,232992
25708,1038,857789
25709,1179,1109770
25710,1339,1114555
25711,962,795672
25712,1174,2127561
25713,1027,868226
25714,1145,938133
25715,1039,877389
25716,1293,1275629
25717,831,914042
25718,778,2576492
25719,239,224800
25720,1093,2324514
25721,1058,1038964
25722,207,146747
25723,1031,936443
25724,470,368009
25725,1017,890403
25726,372,326346
25727,1154,878271
25728,1092,892133
25729,1067,918601
25730,1006,1072355
25731,66,36294
25732,980,1510504
25733,880,1044192
25734,1157,1010317
25735,1134,932833
25736,1194,1086095
25737,209,174859
25738,589,473113
25739,1130,943544
25741,84,52214
25742,1290,1340682
25744,1098,1093751
25745,1234,1048361
25746,1057,3328937
25747,1230,1196413
25748,1045,992563
25749,1230,1025033
25750,337,331010
25752,762,2302120
25753,140,95598
25754,1122,861681
25756,1066,886151
25757,1243,1090788
25758,1065,911842
25759,186,142231
25760,1305,1147743
25762,1041,1040064
25763,594,499496
25764,1129,949032
25765,432,471365
25766,1327,1342801
25768,1352,1127395
25769,1108,860243
25770,561,458269
25771,928,714750
25772,1235,1150307
25773,198,139446
25775,739,578793
25776,799,751684
25777,715,613198
25778,261,180513
25779,1287,1119259
25780,42,30555
25781,1072,902535
25783,1195,1644175
25784,816,804437
25785,1049,901024
25786,972,775978
25787,541,465032
25788,310,212214
25789,1103,1037842
25790,971,958739
25791,1081,867405
25792,1072,955522
25793,1093,889830
25794,1048,886797
25795,1172,1032574
25796,1920,1878912
25797,1217,1032562
25798,1052,875807
25799,816,722088
25800,1242,1054114
25801,779,1117060
25802,845,716371
25804,959,822715
25805,877,740686
25807,393,326241
25808,1266,1004643
25810,1031,811632
25811,1052,899424
25812,1071,1412049
25813,1097,920433
25814,1092,1127272
25815,1109,1038116
25816,1343,1160698
25817,1116,961748
25818,891,787373
25819,1208,1124080
25820,1008,922959
25821,1151,1091827
25822,1246,1067579
25823,1019,944409
25824,1111,1960013
25825,893,1092529
25826,1009,1009712
25827,531,2551049
25828,1116,1517039
25829,1205,1085413
25830,955,940138
25832,1152,911876
25834,1196,1073774
25835,1018,862672
25837,1035,2041647
25838,965,826644
25839,43,29668
25840,1123,989076
25841,1186,1082709
25842,1051,876870
25843,1144,924173
25844,1129,1346316
25845,1138,1068498
25846,1000,924356
25847,968,1305837
25848,1060,932938
25849,1157,1068215
25850,1007,1006668
25853,1845,1693057
25854,950,786162
25855,1380,1349312
25856,1023,1148432
25857,1170,936184
25858,1170,1122433
25859,1326,1074338
25860,1134,1024965
25861,945,789742
25862,1010,1046336
25863,1145,944760
25864,753,878375
25865,958,808176
25866,1114,1142917
25867,301,227000
25868,1233,1072443
25869,43,31393
25870,1175,1097344
25872,1168,1033375
25873,1221,1065921
25874,756,675362
25875,428,386983
25876,1114,892769
25877,1249,1006753
25878,1118,1210246
25879,999,852199
25880,229,309454
25881,615,551139
25882,1048,828792
25883,1001,847983
25884,644,604298
25885,1241,1154908
25886,1054,907922
25887,1264,1044329
25888,1004,924793
25889,1153,1845583
25890,908,746957
25891,823,801554
25892,39,22688
25893,1030,966152
25895,1453,1300068
25896,715,650454
25897,1024,1082997
25898,649,532596
25899,1041,1030851
25900,945,811080
25901,852,649482
25902,1109,874087
25904,1050,1094492
25906,1228,1780398
25907,1195,1217564
25908,1207,1012366
25909,398,335326
25910,1074,1033019
25911,1163,983348
25913,907,750064
25914,1371,1159164
25915,1231,1052054
25917,771,731267
25918,881,681093
25919,974,920442
25921,1127,1021326
25922,1203,1021923
25924,1123,908804
25925,910,1919835
25926,293,223394
25927,1214,1352190
25928,1145,993297
25929,1208,1033150
25930,718,645146
25931,1352,1104152
25934,705,546221
25935,1412,1243293
25937,804,896056
25938,756,668035
25939,754,626603
25940,1565,1506123
25941,1044,915818
25943,883,696377
25945,1008,840375
25946,336,270866
25947,603,457689
25948,915,950803
25949,1234,1114922
25950,1271,1241943
25952,1389,1256833
25953,1039,799884
25954,614,506124
25955,553,434801
25956,552,630755
25957,497,379992
25958,726,918591
25959,1991,1949699
25960,732,557263
25961,1175,1095749
25963,1241,1041218
25964,1064,964995
25965,664,1750440
25966,1100,880654
25967,1184,1022588
25968,847,840826
25969,98,66319
25970,490,362905
25971,1178,1119003
25972,990,829698
25973,828,753090
25975,1279,1471367
25976,979,852371
25977,530,401380
25978,1212,992653
25979,1132,914776
25980,1027,863084
25981,1220,1080410
25982,1143,1070250
25983,1161,2045515
25985,535,693283
25986,624,535259
25987,1037,1187340
25988,543,380230
25990,1007,866632
25991,896,768512
25992,881,766387
25993,1244,1037482
25994,918,680144
25995,1230,1062215
25996,864,733223
25997,1276,1259067
25998,1207,991047
25999,1050,1582830
26001,1084,814947
26002,919,1721219
26004,228,191011
26005,1296,1138775
26006,1105,1225764
26007,1306,1010717
26008,813,636235
26009,1077,875071
26010,1460,1237249
26011,1095,954424
26012,660,537283
26013,1006,778574
26014,195,144693
26015,1217,1063419
26016,1776,1499731
26017,1139,1856847
26018,896,2939492
26020,1135,1108759
26021,652,566859
26022,1039,897394
26023,1368,1118893
26024,613,560146
26025,994,883235
26026,769,790424
26027,1079,1148018
26028,1308,1693857
26029,1157,998309
26030,257,168618
26031,1232,1047098
26032,1091,1043534
26034,1080,927871
26035,1114,874424
26036,754,752012
26037,1264,1045699
26039,1345,1096347
26040,1001,843205
26041,105,81309
26042,1207,1334502
26043,1360,1093504
26044,822,799342
26045,1163,977923
26046,871,759351
26047,1187,1067736
26048,1189,1039555
26049,1358,1162123
26052,817,2792221
26053,1407,1147224
26054,1127,966211
26055,313,302093
26056,1021,1539273
26057,1179,1070754
26058,552,453988
26059,893,902879
26061,1182,982567
26062,1034,1159759
26064,1044,905911
26065,1229,1071646
26066,600,555332
26067,772,588656
26068,930,822637
26069,1474,1312510
26070,1071,1068963
26071,739,605602
26072,948,865472
26073,874,758442
26074,294,217332
26075,15,8865
26076,657,500691
26077,1304,1002954
26078,1042,928371
26079,1198,1381033
26080,1122,1488498
26081,1218,1090282
26082,823,667529
26083,667,548995
26084,1120,1039321
26086,1241,1003558
26087,1096,910348
26088,1175,1378101
26089,93,64732
26090,1435,1183080
26091,1205,1060751
26093,681,565578
26094,970,1577813
26095,1445,1464279
26096,815,871137
26097,1367,1190474
26098,1102,862366
26099,1045,1174930
26100,1074,927524
26101,1152,968643
26102,511,426006
26103,880,719632
26104,608,1400749
26105,1260,1012401
26106,1416,1217428
26107,1373,1142629
26108,1091,889351
26109,1006,823575
26110,1369,1208205
26111,900,793546
26112,980,823304
26114,1208,1315408
26117,986,777893
26118,1253,1035917
26119,1133,1019581
26120,406,287909
26121,1127,988407
26122,1290,1128732
26125,945,810618
26126,1132,908120
26127,405,335883
26128,1001,1051007
26129,1340,1323350
26130,1090,935504
26131,1115,1181115
26133,1097,2023515
26134,1130,1061338
26135,1205,1034535
26136,885,2463543
26137,1340,1203661
26138,1273,1238344
26139,1110,1675202
26140,1430,1160224
26141,157,116791
26142,605,462988
26144,1162,1157671
26145,859,721872
26146,972,757477
26149,1095,1086022
26150,1048,863581
26151,657,349403
26152,733,475547
26153,830,448723
26155,1045,675936
26156,911,592437
26157,820,758281
26158,755,835307
26159,1071,560963
26160,813,1376269
26161,954,557124
26162,822,655409
26163,880,1144855
26164,871,796475
26165,798,423094
26166,901,523373
26167,854,563226
26169,167,78207
26170,902,786645
26171,802,447452
26172,643,401646
26173,765,1918192
26174,842,514946
26175,622,447608
26177,856,510100
26178,772,474148
26179,907,776190
26180,910,621180
26181,762,675750
26182,823,511902
26183,680,460166
26184,946,986470
26185,937,585092
26186,820,540404
26187,626,411075
26188,802,601048
26189,854,478891
26190,914,476389
26191,774,458297
26192,900,637523
26193,580,379878
26194,773,448083
26195,962,566729
26196,870,450251
26197,419,814100
26198,682,430412
26199,708,485166
26200,830,529809
26201,345,165186
26202,835,1359720
26203,787,463985
26204,783,465135
26205,677,379349
26206,879,480357
26207,837,610617
26208,513,369995
26209,834,436267
26210,755,530968
26211,970,729017
26212,673,345028
26213,921,816989
26214,901,550006
26215,836,539418
26216,778,557258
26217,667,438508
26219,784,521361
26220,878,614749
26221,845,645956
26222,786,496911
26223,761,475954
26224,938,558244
26225,832,614098
26226,927,586020
26227,815,493776
26228,839,426218
26230,785,480805
26232,797,510294
26233,851,530147
26234,868,445280
26235,809,611432
26236,969,502508
26237,938,625299
26238,767,472244
26239,901,470523
26240,566,404069
26241,814,461394
26242,300,141156
26243,1040,736943
26244,721,393214
26245,741,397205
26246,603,450992
26247,689,528476
26248,615,309673
26250,878,552564
26251,796,537324
26252,985,664702
26253,840,701608
26254,879,610667
26255,834,537801
26256,503,297607
26257,775,490093
26258,823,471480
26259,746,657189
26260,941,551818
26261,711,431862
26262,791,482382
26263,726,407384
26264,927,778970
26265,699,616908
26266,941,855848
26267,865,430116
26268,615,318939
26269,923,681891
26270,970,532237
26271,967,634279
26272,756,466385
26273,519,277899
26274,817,574300
26275,949,567961
26276,831,469772
26277,843,512302
26278,796,465806
26279,853,932983
26280,892,549958
26281,653,530669
26282,33,18118
26283,843,567515
26284,724,412833
26285,795,485873
26286,817,519653
26287,736,540852
26288,817,427882
26289,988,509435
26290,959,551650
26291,832,544844
26292,908,614518
26293,967,1419085
26294,746,496828
26295,693,371753
26296,710,776825
26297,709,615345
26298,968,557450
26299,752,740223
26300,882,546830
26301,891,521150
26302,783,509403
26303,721,360783
26304,745,709116
26305,779,537348
26306,907,791299
26307,802,562180
26308,732,443779
26309,724,593877
26310,627,390924
26311,923,578602
26312,751,534091
26314,964,637248
26316,999,618848
26317,871,613730
26318,826,462485
26319,1396,1133581
26320,954,1041649
26321,1064,859809
26322,1188,1599558
26323,891,825759
26324,1074,888788
26325,1050,2067271
26327,1219,944223
26328,936,809677
26329,1041,889386
26330,451,422633
26331,504,411001
26334,1279,1149767
26336,967,973980
26337,900,2185799
26338,1247,1147767
26339,1111,1095072
26340,838,712864
26341,548,458601
26342,1186,1014936
26343,2178,2243020
26344,1157,985297
26345,1326,1105218
26346,989,1357275
26348,1136,1288958
26349,1138,968854
26350,131,91694
26351,1105,875087
26352,1088,1328315
26353,450,365551
26354,762,672752
26355,1183,1009611
26356,1230,1359697
26357,1350,1214105
26358,1110,1434436
26359,984,811297
26360,1005,842264
26361,1092,966090
26363,1197,1097598
26364,1235,1246337
26366,1193,1007402
26367,219,162422
26368,1147,1053961
26369,1098,1053248
26370,1188,1142965
26372,727,597215
26374,1101,937665
26375,1213,979189
26376,186,139719
26377,1253,1006394
26378,1078,898999
26379,1081,898280
26381,943,808419
26382,719,621345
26384,614,523286
26385,860,697802
26386,1221,1078513
26387,841,711119
26388,1028,924155
26389,1195,941411
26390,1367,1635614
26391,1159,1126289
26392,982,849142
26393,959,785608
26394,1034,876897
26395,299,237449
26396,1500,1413688
26398,1247,1215427
26399,913,753910
26400,1190,1005311
26401,1258,1772407
26402,1188,1104405
26403,1205,1133545
26404,1151,986595
26405,1545,1516133
26406,560,447659
26407,164,114723
26408,1132,933433
26409,212,147154
26410,1211,1033189
26411,968,794209
26412,1822,1567077
26413,1266,1115193
26414,625,1302282
26415,1168,1446162
26416,993,827314
26417,1428,1414687
26419,1185,1053789
26421,1038,931616
26422,11,5886
26424,1152,1116624
26425,1223,1126238
26426,483,353112
26427,647,521704
26428,367,299793
26429,1115,910217
26430,767,632545
26431,1009,631213
26433,1048,1076677
26435,807,1245436
26437,419,310406
26438,1091,935970
26439,1259,1059792
26440,825,713279
26441,1188,1158992
26442,1142,1001089
26443,1095,868101
26444,1142,976598
26446,877,663632
26447,1051,826637
26448,849,612465
26449,934,947220
26450,1246,1164185
26451,1390,1480096
26452,354,325941
26453,533,450372
26455,264,220023
26456,1154,1202972
26458,1103,1192134
26460,1272,1071682
26461,743,639076
26462,1027,894175
26463,1077,874013
26464,1169,1343094
26465,1249,1051395
26466,982,1974818
26467,1068,1123721
26468,52,45428
26469,1085,1543253
26471,923,990234
26472,1112,953444
26473,1277,1162558
26474,1315,1024370
26476,1025,1082846
26478,1156,959756
26479,1093,924512
26480,1301,1142284
26481,1242,1073479
26482,819,816332
26483,1140,904216
26484,978,988634
26486,1066,2293031
26487,986,810671
26489,901,812137
26490,678,802031
26491,43,38583
26492,58,35621
26493,1239,1052654
26494,1188,1047584
26495,1317,3236204
26496,1201,956775
26497,996,816498
26498,765,659463
26499,938,1293166
26500,1195,1054223
26501,1234,987031
26502,520,516446
26503,1407,1239569
26504,845,2508103
26505,1281,1108181
26506,1284,1129240
26508,226,199619
26510,942,2268772
26511,994,805953
26512,1239,1052692
26513,915,819434
26514,1098,1018851
