bike_id,count,duration
15688,978,974068
15690,649,555907
15691,897,1112506
15692,850,729837
15693,749,670790
15694,849,881436
15695,1078,892625
15696,836,744405
15698,900,973574
15699,1107,993013
15700,722,601747
15701,871,698606
15703,1139,971852
15705,711,558791
15706,962,813862
15707,852,775783
15708,642,558394
15709,872,751199
15711,1012,956547
15713,1122,949376
15715,765,679771
15717,844,679158
15718,834,699007
15719,168,720490
15720,1105,977388
15721,851,753884
15722,747,748401
15724,839,745892
15725,1087,1399277
15726,960,858482
15727,1070,1006424
15728,895,846207
15730,910,743639
15731,1202,1124567
15733,419,388290
15734,434,1272298
15736,692,608023
15737,195,1206815
15738,890,886461
15740,864,732051
15741,1202,1151232
15743,910,1051358
15745,924,968686
15746,890,797159
15747,331,605102
15748,1175,1075447
15749,784,645453
15750,985,864878
15751,1079,951797
15752,692,592362
15753,966,912348
15754,1253,1104367
15756,484,446342
15757,880,785596
15758,1000,896761
15759,821,712588
15761,975,1327014
15762,1050,872903
15763,944,987672
15764,763,902835
15768,802,823891
15769,1000,823679
15770,1164,1031601
15771,751,689958
15772,842,709767
15773,984,832680
15774,862,760919
15775,617,554471
15776,370,340612
15777,808,766145
15780,1142,954104
15782,754,680504
15783,1050,886070
15784,1122,1314360
15785,129,161530
15786,798,675954
15787,956,789425
15788,887,756191
15790,835,1067353
15791,838,764782
15793,815,931396
15794,762,656221
15795,803,1384847
15796,899,811024
15797,963,836257
15798,922,836741
15799,1118,930996
15800,679,773344
15801,1124,931973
15802,1038,1033915
15803,480,397847
15804,717,575854
15805,866,769421
15806,981,897297
15807,792,781460
15808,914,771715
15809,850,904299
15811,737,1659924
15812,980,1000481
15815,1032,940021
15816,1019,933795
15817,500,452374
15818,1111,1050834
15819,840,1091933
15821,987,874819
15822,994,897750
15824,1086,843297
15826,1128,904618
15827,824,801641
15828,788,1445170
15829,694,1563262
15832,820,657678
15834,1015,955776
15836,544,436464
15837,831,1035646
15839,1109,905491
15840,849,1328496
15842,903,945563
15843,1064,936359
15845,988,955242
15846,959,834695
15847,1036,872488
15848,877,748702
15849,937,966156
15853,971,838466
15854,1124,1038471
15855,794,695167
15856,876,689557
15858,1250,1066584
15859,731,644115
15861,937,798267
15863,701,624379
15864,1002,1292700
15865,199,152489
15866,930,941279
15867,832,848159
15868,1159,988126
15869,956,1186596
15870,161,108279
15872,949,794763
15873,126,958957
15875,1104,885767
15876,1168,3140282
15877,1052,903520
15878,1000,860421
15879,912,962933
15881,994,901314
15882,802,676713
15883,1020,864328
15884,825,1585078
15885,868,1279480
15886,908,1857452
15887,1102,1029191
15888,874,833643
15889,147,101700
15890,1006,933149
15892,1089,977065
15893,20,11119
15894,741,765221
15895,722,653207
15896,919,897818
15897,871,764086
15898,867,1421953
15899,1010,1309129
15900,1042,928391
15901,573,637257
15902,790,756918
15904,1183,1037626
15905,775,673953
15906,897,1257302
15910,871,887308
15911,753,753594
15912,896,784589
15914,854,902708
15915,782,815361
15918,859,800170
15919,844,765598
15920,719,599253
15921,857,1050744
15922,1173,1001061
15923,693,640994
15924,828,1003054
15925,1029,953651
15926,1075,1031773
15927,954,791979
15929,854,702160
15931,774,705358
15932,972,995742
15933,1009,996238
15935,818,704340
15937,634,1267718
15938,781,2435986
15939,392,346408
15940,823,667671
15941,983,929803
15942,931,1138021
15943,1146,1563948
15944,896,1018359
15945,275,217581
15946,983,1005770
15947,908,790757
15948,1061,1006621
15949,1174,1158822
15950,888,743842
15951,1141,1056309
15952,536,421229
15953,859,913560
15955,981,1148135
15956,875,915038
15958,941,2207382
15960,845,671342
15961,706,616328
15962,1076,2744279
15963,903,853129
15964,886,731767
15965,986,839666
15967,1138,960904
15968,771,709196
15969,774,675500
15970,990,950772
15971,738,638677
15973,1089,1490048
15974,1104,1007242
15975,1055,993090
15976,857,801438
15978,967,766505
15982,876,766794
15983,1067,979155
15984,870,678739
15985,427,375110
15986,965,830618
15989,510,2236991
15990,856,739325
15991,817,737201
15994,903,813836
15996,1009,801201
15997,1092,1034955
15998,689,584360
15999,814,724716
16001,963,906040
16002,932,1199027
16003,694,799404
16004,408,455293
16006,1045,896645
16008,14,9129
16009,602,2670311
16011,715,569514
16013,885,751168
16014,960,1437760
16015,215,178717
16016,533,406634
16017,682,708226
16018,1177,931845
16020,665,572527
16021,950,846175
16024,867,762559
16025,1006,865178
16026,1094,989667
16029,178,225382
16030,1150,970921
16032,1062,1109634
16033,1096,995211
16034,1102,1096194
16035,853,802193
16038,1012,903192
16040,882,809529
16042,780,716309
16043,1052,871380
16045,957,829429
16046,901,782375
16047,1061,911635
16048,883,753235
16050,1104,1559375
16051,408,439957
16052,862,771070
16056,1064,927035
16058,883,719755
16059,1039,909129
16060,949,850355
16061,274,212962
16065,817,850007
16066,875,1463613
16067,1039,937059
16068,697,929508
16069,1074,896566
16070,1105,1053383
16071,1065,938867
16073,885,897228
16074,554,498825
16077,1038,2198542
16078,1102,892455
16081,786,667293
16084,1199,1024673
16086,998,810840
16087,625,1751263
16088,969,1524151
16089,622,632344
16090,163,135728
16091,1038,967777
16092,870,702161
16093,906,898161
16094,737,709248
16095,652,1211289
16096,830,955851
16097,557,551071
16099,801,745270
16100,993,846744
16101,968,1049384
16102,840,1794016
16103,1021,840989
16104,814,773416
16105,867,1525157
16106,939,955990
16107,990,886876
16109,199,150517
16110,951,848171
16111,601,805732
16112,942,774424
16113,206,176394
16114,956,821237
16115,986,891794
16117,816,723872
16118,992,895594
16119,459,402891
16120,854,906100
16122,434,535190
16123,1230,1096271
16124,311,298039
16125,778,724368
16126,536,493520
16127,537,456940
16129,702,1280035
16130,1010,870742
16131,973,1113757
16132,628,681340
16133,1083,936080
16135,1039,920233
16136,1030,951652
16137,1209,1195052
16139,1032,1032134
16140,1026,889631
16142,553,1014892
16143,975,792385
16144,663,823190
16145,736,622252
16147,1137,958918
16148,775,649359
16149,756,967138
16150,1036,874558
16152,1059,1228219
16155,776,716452
16156,991,865171
16158,1122,936193
16159,620,889051
16160,852,838647
16163,735,846390
16164,885,808939
16165,780,634565
16167,777,697565
16168,840,767118
16171,651,516031
16172,1081,1022788
16173,412,485113
16174,1000,801942
16175,875,1270512
16176,945,847676
16177,1027,1084248
16178,732,1055448
16179,848,743792
16180,114,73198
16183,826,755171
16184,745,690884
16185,504,566628
16186,682,611843
16188,803,726028
16190,1068,906532
16191,275,201378
16192,907,794496
16194,693,682699
16195,913,984885
16199,878,780347
16200,1039,1707477
16201,990,933013
16202,909,769660
16203,273,215222
16204,1033,1071515
16205,1023,844130
16208,969,871227
16209,1248,1115162
16210,1103,925365
16211,587,513245
16213,1097,911345
16214,1207,1032314
16215,813,731893
16216,1173,1554685
16217,824,970301
16218,820,1319224
16219,987,1000272
16220,875,964031
16221,665,517100
16222,835,795926
16223,1110,1268881
16225,772,741556
16226,943,824255
16227,950,1110152
16228,1022,905660
16229,1270,1042864
16231,1078,1038700
16232,1023,1131656
16233,1186,1241395
16235,997,842042
16236,201,166357
16237,712,653940
16238,1025,977828
16239,989,1184394
16240,995,904173
16241,847,667537
16242,736,749457
16243,874,1604364
16244,815,663618
16246,348,303942
16247,968,815353
16248,324,234366
16250,1063,863345
16251,1084,983914
16253,823,1185169
16254,1162,1009387
16256,1101,2156961
16257,1021,866419
16258,1155,967349
16259,912,896423
16260,1122,976500
16262,608,509966
16265,546,421351
16268,744,1683715
16269,998,849130
16270,1002,1012702
16272,1298,1196069
16273,614,554860
16275,867,915955
16276,925,771666
16277,712,581194
16278,1025,878096
16279,1277,1217016
16280,923,2495629
16284,991,878143
16285,443,318760
16286,1098,2643698
16287,896,874574
16288,951,849685
16289,917,733610
16290,986,771618
16291,867,777242
16292,887,735432
16293,1114,907618
16294,925,835089
16296,971,876956
16298,790,718848
16299,203,145527
16300,1099,1075633
16301,778,733479
16302,747,886670
16305,1062,1529902
16307,895,916066
16309,1008,866288
16310,104,79640
16311,906,784828
16312,1225,1040374
16313,239,268529
16314,691,772788
16315,842,824512
16316,12,8247
16318,726,586587
16319,727,1108636
16320,981,1225687
16322,467,379547
16323,966,906610
16324,1056,1116860
16325,755,721301
16326,1165,982816
16328,940,790226
16329,1101,1295617
16330,893,922266
16331,742,657675
16333,1000,819276
16336,851,714054
16337,927,982945
16338,902,890788
16339,1087,935905
16340,969,874865
16341,1034,1048296
16343,943,1158474
16344,959,866535
16345,1147,996852
16346,637,560280
16347,780,637890
16348,584,571034
16349,455,611606
16350,700,576281
16351,1175,994156
16353,942,1693650
16355,996,948749
16356,629,757073
16357,709,2607187
16360,669,674907
16361,1109,988894
16362,1200,1108506
16364,1000,864913
16365,588,511677
16367,1022,911927
16369,879,726941
16370,884,889223
16371,938,980146
16373,969,792638
16374,1095,935284
16376,875,2163010
16378,1059,903766
16379,639,500806
16380,754,807215
16381,906,836128
16382,1012,1548209
16383,837,691722
16384,903,996003
16385,1115,1500989
16386,721,699041
16387,896,780802
16389,1164,1039259
16390,999,838666
16391,238,167075
16392,340,299539
16393,582,500008
16394,674,621598
16395,303,248158
16396,758,1045170
16397,833,1170201
16399,690,1879169
16400,962,845829
16402,945,792246
16403,1083,978713
16404,1208,1166439
16405,855,780887
16406,1073,1076802
16407,861,1676699
16408,1122,933550
16410,995,834224
16411,795,1511242
16412,61,41772
16413,928,789252
16414,901,806864
16415,678,762189
16416,1067,949070
16417,1126,1033817
16419,1106,946740
16420,984,844035
16421,998,912180
16422,1020,1906339
16423,443,550965
16424,966,1188306
16425,698,713847
16426,862,715883
16432,938,814699
16433,180,113493
16434,788,1084860
16435,516,776203
16436,1145,1009586
16437,1155,944741
16440,999,1520912
16441,819,704539
16442,701,642757
16443,869,740407
16444,816,1685635
16445,727,609849
16446,931,970766
16449,1110,1009540
16451,1039,1249759
16452,343,262250
16453,945,796629
16454,861,755710
16456,1062,909674
16457,895,1133732
16458,261,229725
16459,1109,938391
16460,1070,1042936
16461,1289,1110505
16462,994,1124498
16463,906,829023
16464,177,126805
16466,980,840375
16467,1160,1072916
16468,998,817581
16469,848,753820
16470,576,537282
16471,523,456550
16473,807,712572
16474,893,1832692
16475,831,1843006
16476,689,2101230
16477,823,855821
16478,10,8843
16479,881,793488
16480,443,344160
16481,668,571533
16482,953,809894
16483,379,425239
16484,828,700536
16485,950,771568
16486,905,1367772
16487,460,379484
16488,1183,1095905
16489,709,596442
16495,935,859392
16496,933,752734
16497,918,1057939
16498,908,5771695
16500,847,780418
16502,1065,949805
16503,926,942742
16505,1092,1024588
16506,87,57742
16507,1027,3516221
16508,796,635540
16509,555,486853
16510,1019,980830
16511,941,930299
16512,755,883189
16513,846,1302376
16514,953,932033
16515,823,806737
16517,503,664727
16518,723,673910
16519,693,613158
16520,730,713721
16521,482,412965
16522,448,399027
16523,918,983803
16524,1003,1015809
16526,1004,860248
16527,1186,1172656
16528,1133,963917
16529,1048,907121
16530,907,1387052
16531,1063,1222285
16533,958,821548
16534,1027,1636814
16535,969,735242
16536,1025,1275078
16537,1034,1258895
16538,917,836140
16539,677,629004
16540,388,290641
16542,427,343459
16543,870,710922
16545,253,289937
16546,953,952756
16548,997,874623
16550,1023,1520197
16551,665,614220
16553,904,1224963
16554,742,662935
16556,809,2534208
16557,651,745896
16558,619,668554
16561,609,508466
16562,583,563815
16564,922,818503
16565,1091,1685223
16566,964,1017391
16567,1095,1044897
16568,824,777460
16569,646,619434
16570,1105,1089435
16571,810,670634
16572,530,448761
16573,1214,1038774
16574,855,721735
16575,874,875846
16576,711,782282
16577,760,822341
16578,987,912990
16580,966,3649179
16581,976,972176
16582,753,671351
16583,642,660542
16584,1062,902396
16585,878,744518
16586,822,751175
16587,918,725612
16588,781,1511816
16589,531,469958
16590,289,219378
16592,917,1029449
16594,901,761335
16595,1212,1070791
16596,1045,894609
16597,686,556094
16599,911,879851
16600,838,644879
16601,691,675624
16604,1228,1088100
16606,809,671428
16607,681,599833
16608,997,1269256
16610,427,350957
16611,947,841633
16612,816,1078680
16613,922,968927
16614,887,1697639
16615,1015,824143
16617,938,1085884
16619,972,855263
16620,948,1109013
16623,862,1309921
16626,1160,1246129
16627,197,209263
16628,865,908813
16631,966,782670
16632,391,361845
16635,770,1965933
16636,918,898247
16637,800,2160906
16638,228,350609
16641,1001,888614
16642,1248,1111613
16644,752,827211
16645,742,629187
16646,799,757109
16647,638,521646
16648,945,1148238
16649,1084,1061566
16651,972,836646
16652,1015,871324
16653,779,662650
16654,837,1185336
16657,923,799183
16658,978,873382
16659,941,773432
16660,369,309526
16662,1112,919944
16663,1192,1024825
16665,1000,867864
16666,705,598329
16667,866,896140
16669,1061,1016478
16670,453,359229
16671,724,524019
16673,835,745035
16674,929,871418
16675,1168,992216
16676,772,780048
16678,327,1208271
16679,768,700602
16681,752,638322
16682,884,767519
16683,1007,848075
16684,942,843819
16685,1076,1085064
16686,789,1059900
16687,873,1041392
16689,1194,1215073
16691,987,1242800
