id,name,longitude,latitude,status
448,W 37 St & 10 Ave,-73.9979009,40.75660359,active
450,W 49 St & 8 Ave,-73.98788205,40.76227205,active
453,W 22 St & 8 Ave,-73.99915362,40.74475148,active
454,E 51 St & 1 Ave,-73.96592976,40.75455731,active
455,1 Ave & E 44 St,-73.96905301,40.75001986,active
456,E 53 St & Madison Ave,-73.97402311,40.7597108,active
458,11 Ave & W 27 St,-74.005226,40.751396,active
460,S 4 St & Wythe Ave,-73.96590294,40.71285887,active
461,E 20 St & 2 Ave,-73.98205027,40.73587678,active
462,W 22 St & 10 Ave,-74.00451887,40.74691959,active
464,E 56 St & 3 Ave,-73.96759673,40.75934501,active
465,Broadway & W 41 St,-73.98658032,40.75513557,active
466,W 25 St & 6 Ave,-73.99144871,40.74395411,active
467,Dean St & 4 Ave,-73.97895137,40.68312489,active
468,Broadway & W 56 St,-73.98192338,40.7652654,active
469,Broadway & W 53 St,-73.98268129,40.76344058,active
470,W 20 St & 8 Ave,-74.00004031,40.74345335,active
471,Grand St & Havemeyer St,-73.95698119,40.71286844,active
472,E 32 St & Park Ave,-73.98194829,40.7457121,active
473,Rivington St & Chrystie St,-73.9919254,40.72110063,active
474,5 Ave & E 29 St,-73.98683077,40.7451677,active
476,E 31 St & 3 Ave,-73.97966069,40.74394314,active
477,W 41 St & 8 Ave,-73.9900262,40.75640548,active
478,11 Ave & W 41 St,-73.99884222,40.76030096,active
479,9 Ave & W 45 St,-73.9912551,40.76019252,active
480,W 53 St & 10 Ave,-73.99061728,40.76669671,active
481,S 3 St & Bedford Ave,-73.96264403,40.71260486,active
482,W 15 St & 7 Ave,-73.99931783,40.73935542,active
483,E 12 St & 3 Ave,-73.98889957,40.73223272,active
484,W 44 St & 5 Ave,-73.98014437,40.75500254,active
485,W 37 St & 5 Ave,-73.98338988,40.75038009,active
486,Broadway & W 29 St,-73.98855723,40.7462009,active
487,E 20 St & FDR Drive,-73.97573881,40.73314259,active
489,10 Ave & W 28 St,-74.00176802,40.75066386,active
490,8 Ave & W 33 St,-73.993934,40.751551,active
492,W 33 St & 7 Ave,-73.99093085,40.75019995,active
493,W 45 St & 6 Ave,-73.98291153,40.7568001,active
494,W 26 St & 8 Ave,-73.99723551,40.74734825,active
495,W 47 St & 10 Ave,-73.99301222,40.76269882,active
496,E 16 St & 5 Ave,-73.99238967,40.73726186,active
497,E 17 St & Broadway,-73.99009296,40.73704984,active
499,Broadway & W 60 St,-73.98191841,40.76915505,active
500,Broadway & W 51 St,-73.98336183,40.76228826,active
501,FDR Drive & E 35 St,-73.97121214,40.744219,active
502,Henry St & Grand St,-73.981095,40.714211,active
503,E 20 St & Park Ave,-73.98751968,40.73827428,active
504,1 Ave & E 16 St,-73.98165557,40.73221853,active
505,6 Ave & W 33 St,-73.98848395,40.74901271,active
507,E 25 St & 2 Ave,-73.97973776,40.73912601,active
508,W 46 St & 11 Ave,-73.99667444,40.76341379,active
509,9 Ave & W 22 St,-74.00197139,40.7454973,active
510,W 51 St & 6 Ave,-73.98042047,40.7606597,active
513,W 56 St & 10 Ave,-73.988639,40.768254,active
514,12 Ave & W 40 St,-74.00277668,40.76087502,active
515,W 43 St & 10 Ave,-73.99461843,40.76009437,active
516,E 47 St & 1 Ave,-73.96784384,40.75206862,active
517,Pershing Square South,-73.97791,40.751581,active
519,Pershing Square North,-73.977706,40.751873,active
522,E 51 St & Lexington Ave,-73.97207836,40.75714758,active
525,W 34 St & 11 Ave,-74.0021163,40.75594159,active
526,E 33 St & 5 Ave,-73.98490707,40.74765947,active
528,2 Ave & E 31 St,-73.97706058,40.74290902,active
529,W 42 St & 8 Ave,-73.99098507,40.7575699,active
530,11 Ave & W 59 St,-73.99046033620834,40.77149671054441,active
531,Forsyth St & Broome St,-73.99266288,40.71893904,active
532,S 5 Pl & S 5 St,-73.960876,40.710451,active
533,Broadway & W 38 St,-73.98721619,40.75299641,active
534,Water - Whitehall Plaza,-74.0127234,40.70255065,active
536,1 Ave & E 30 St,-73.97536082,40.74144387,active
539,Metropolitan Ave & Bedford Ave,-73.96024116,40.71534825,active
540,Lexington Ave & E 29 St,-73.98215353488922,40.74311555376486,active
545,E 23 St & 1 Ave,-73.97809472,40.736502,active
546,E 30 St & Park Ave S,-73.98303529,40.74444921,active
2000,Front St & Washington St,-73.98940236,40.70255088,active
2002,Wythe Ave & Metropolitan Ave,-73.963198,40.716887,active
2003,1 Ave & E 18 St,-73.98054420948029,40.733812191966315,active
2005,Railroad Ave & Kay Ave,-73.97100056,40.70531194,active
2006,Central Park S & 6 Ave,-73.97634151,40.76590936,active
2008,Little West St & 1 Pl,-74.01677685,40.70569254,active
2009,Catherine St & Monroe St,-73.99682619,40.71117444,active
2010,Grand St & Greene St,-74.00238141417502,40.72170005235607,active
2012,E 27 St & 1 Ave,-73.976806,40.739445,active
2017,E 43 St & 2 Ave,-73.97121414,40.75022392,active
2021,W 45 St & 8 Ave,-73.98859651,40.75929124,active
2022,E 60 St & York Ave,-73.959223,40.759107,active
3016,Kent Ave & N 7 St,-73.96165072917938,40.72036775298455,active
3041,Kingston Ave & Herkimer St,-73.94142771,40.67890679,active
3042,Fulton St & Utica Ave,-73.9298911,40.6794268,active
3043,Lewis Ave & Decatur St,-73.934903,40.6814598,active
3044,Albany Ave & Fulton St,-73.938475,40.6800105,active
3046,Marcus Garvey Blvd & Macon St,-73.938037,40.682601,active
3047,Halsey St & Tompkins Ave,-73.944118,40.6823687,active
3048,Putnam Ave & Nostrand Ave,-73.94977,40.68402,active
3049,Cambridge Pl & Gates Ave,-73.96304,40.68488,active
3050,Putnam Ave & Throop Ave,-73.94111,40.6851532,active
3052,Lewis Ave & Madison St,-73.935775,40.686312,active
3053,Marcy Ave & Lafayette Ave,-73.947915,40.6900815,active
3054,Greene Ave & Throop Ave,-73.942061,40.6894932,active
3055,Greene Ave & Nostrand Ave,-73.950916,40.6883337,active
3056,Kosciuszko St & Nostrand Ave,-73.95133465,40.69072549,active
3057,Kosciuszko St & Tompkins Ave,-73.9452416,40.69128258,active
3058,Lewis Ave & Kosciuszko St,-73.93705428,40.69237074,active
3059,Pulaski St & Marcus Garvey Blvd,-73.939877,40.6933982,active
3060,Willoughby Ave & Tompkins Ave,-73.94626915,40.69425403,active
3061,Throop Ave & Myrtle Ave,-73.94371094,40.69622937,active
3062,Myrtle Ave & Marcy Ave,-73.94954908,40.69539817,active
3063,Nostrand Ave & Myrtle Ave,-73.95238108,40.69527008,active
3064,Myrtle Ave & Lewis Ave,-73.93756926,40.69681963,active
3065,Union Ave & Wallabout St,-73.95032283,40.70029511,active
3066,Tompkins Ave & Hopkins St,-73.94708417,40.69957608,active
3067,Broadway & Whipple St,-73.9437303,40.7016657,active
3068,Humboldt St & Varet St,-73.940636,40.7031724,active
3069,Lorimer St & Broadway,-73.94818595,40.70411791,active
3070,McKibbin St & Manhattan Ave,-73.94407279,40.70510918,active
3071,Boerum St & Broadway,-73.94976519,40.70538077,active
3072,Leonard St & Boerum St,-73.94644578,40.70583339,active
3074,Montrose Ave & Bushwick Ave,-73.94016171,40.70767788,active
3075,Division Ave & Marcy Ave,-73.95796783,40.70708701,active
3076,Scholes St & Manhattan Ave,-73.9448625,40.70870368,active
3077,Stagg St & Union Ave,-73.95095259,40.70877084,active
3078,Broadway & Roebling St,-73.96063148975372,40.70924826276157,active
3080,S 4 St & Rodney St,-73.95608,40.70934,active
3081,Graham Ave & Grand St,-73.944024,40.711863,active
3082,Hope St & Union Ave,-73.95141312,40.71167351,active
3083,Bushwick Ave & Powers St,-73.94100005,40.71247661,active
3085,Roebling St & N 4 St,-73.95739,40.71469,active
3086,Graham Ave & Conselyea St,-73.944507,40.715143,active
3087,Metropolitan Ave & Meeker Ave,-73.95234386,40.71413311,active
3088,Union Ave & Jackson St,-73.952029,40.7160751,active
3092,Berry St & N 8 St,-73.95852515,40.7190095,active
3093,N 6 St & Bedford Ave,-73.95850939,40.71745169,active
3094,Graham Ave & Withers St,-73.94485918,40.7169811,active
3095,Graham Ave & Herbert St,-73.94500379,40.71929301,active
3096,Union Ave & N 12 St,-73.95242,40.71924,active
3100,Nassau Ave & Newell St,-73.94752621650696,40.724812564400175,active
3101,N 12 St & Bedford Ave,-73.95484712,40.72079821,active
3102,Driggs Ave & Lorimer St,-73.9504154,40.72179134,active
3105,N 15 St & Wythe Ave,-73.955736,40.724055,active
3106,Driggs Ave & N Henry St,-73.94308,40.72325,active
3107,Bedford Ave & Nassau Ave,-73.95212324,40.72311651,active
3108,Nassau Ave & Russell St,-73.94434,40.72557,active
3109,Banker St & Meserole Ave,-73.95621,40.72606,active
3110,Meserole Ave & Manhattan Ave,-73.95299117,40.72708584,active
3112,Milton St & Franklin St,-73.95779,40.72906,active
3113,Greenpoint Ave & Manhattan Ave,-73.95394,40.73026,active
3115,India St & Manhattan Ave,-73.9550858,40.73232194,active
3116,Huron St & Franklin St,-73.95826,40.73266,active
3117,Franklin St & Dupont St,-73.95866,40.73564,active
3118,McGuinness Blvd & Eagle St,-73.95284,40.73555,active
3119,Vernon Blvd & 50 Ave,-73.95411749,40.74232744,active
3121,Jackson Ave & 46 Rd,-73.94733276,40.74524768,active
3122,48 Ave & 5 St,-73.9558732509613,40.744363287066875,active
3123,31 St & Thomson Ave,-73.93540375,40.74469738,active
3124,46 Ave & 5 St,-73.95451,40.74731,active
3125,45 Rd & 11 St,-73.94977234,40.74708586,active
3126,44 Dr & Jackson Ave,-73.9432635,40.74718234,active
3127,9 St & 44 Rd,-73.9521,40.74966,active
3128,21 St & 43 Ave,-73.94594845,40.75052534,active
3129,Queens Plaza North & Crescent St,-73.94073717,40.75110165,active
3130,21 St & Queens Plaza North,-73.94335788,40.75325964,active
3131,E 68 St & 3 Ave,-73.96224617958069,40.76712840349542,out_of_service
3132,E 59 St & Madison Ave,-73.97109243,40.76350532,active
3134,3 Ave & E 62 St,-73.96526895,40.76312584,active
3135,E 75 St & 3 Ave,-73.95772297,40.77112927,active
3136,5 Ave & E 63 St,-73.971518,40.766368,active
3137,5 Ave & E 73 St,-73.96685276,40.77282817,active
3139,E 72 St & Park Ave,-73.96409422159195,40.77118287540658,active
3140,1 Ave & E 78 St,-73.9535166,40.77140426,active
3141,1 Ave & E 68 St,-73.95818491,40.76500525,active
3142,1 Ave & E 62 St,-73.96094022,40.7612274,active
3143,5 Ave & E 78 St,-73.96427392959595,40.77632142182271,active
3144,E 81 St & Park Ave,-73.9590097,40.77677702,active
3145,E 84 St & Park Ave,-73.95772073,40.77862688,active
3146,E 81 St & 3 Ave,-73.9567526,40.77573034,active
3147,E 85 St & 3 Ave,-73.95407149,40.77801203,active
3148,E 84 St & 1 Ave,-73.95068615,40.77565541,active
3150,E 85 St & York Ave,-73.94803392,40.77536905,active
3151,E 81 St & York Ave,-73.94989233,40.7728384,active
3152,3 Ave & E 71 St,-73.96119945,40.76873687,active
3154,E 77 St & 3 Ave,-73.95856158,40.77314236,active
3156,E 72 St & York Ave,-73.95348296,40.76663814,active
3157,East End Ave & E 86 St,-73.94446054,40.77518615,active
3158,W 63 St & Broadway,-73.98261428,40.77163851,active
3159,W 67 St & Broadway,-73.98266566,40.77492513,active
3160,Central Park West & W 76 St,-73.97374737,40.77896784,active
3161,W 76 St & Columbus Ave,-73.97728532552719,40.7801839724239,active
3163,Central Park West & W 68 St,-73.97782542,40.7734066,active
3164,Columbus Ave & W 72 St,-73.97898475,40.7770575,active
